wooden_spoon	https://www.amazon.com/Zulay-Kitchen-Wooden-Utensils-Cooking/dp/B085W92DL4	Zulay Kitchen 6 Piece Wooden Spoons for Cooking – Natural Teak Wooden Utensil Set
silicone_spatula	https://www.amazon.com/Silicone-Spatula-Beijiyi-Resistant-Spatulas/dp/B09WY2M47F	Silicone Spatula Turner Set of 3, Beijiyi 600F Heat Resistant Cooking Spatulas for Nonstick Cookware
glass_measuring_cup	https://www.amazon.com/Pyrex-Prepware-2-Cup-Glass-Measuring/dp/B0002ITQHS	Pyrex 6001075 2 Cup Glass Measuring Cup - Made in USA
coffee_mug	https://www.amazon.com/NOVA-CERAMICS-Microwavable-Microwave-Dishwasher/dp/B0BGLWCTLV	NOVA CERAMICS Travel Mug - Ceramic To Go Coffee Mug With Lid 12oz Sage Green
ceramic_teapot	https://www.amazon.com/Toptier-Ceramic-Stainless-Infuser-Blooming/dp/B09B9B9ZBK	Toptier Ceramic Teapot, Large Tea Pot with Stainless Steel Infuser (37 oz, Blue)
salt_shaker	https://www.amazon.com/OXO-Good-Grips-Shaker-Spout/dp/B007ME4WJ2	OXO Good Grips Salt Shaker with Pour Spout
wine_glass	https://www.amazon.com/Glasses-Lead-free-Clear-Durable-Glassware/dp/B086RFDQTJ	C CREST Wine Glasses Set of 8, 12oz, Lead-free, Clear, Durable Glassware
travel_mug	https://www.amazon.com/Stainless-Insulated-Beverage-Tumbler-Thermos/dp/B08LQM3FPC	17oz Stainless Steel Vacuum Insulated Coffee Travel Mug, Double Wall Travel Tumbler with Spill Proof Lid
mason_jar	https://www.amazon.com/Ball-Mason-Jar-Regular-Jars/dp/B014V7RSE8	Ball Glass Mason Jar with Lid and Band, Regular Mouth, 12 Jars
cereal_bowl	https://www.amazon.com/DOWAN-Ounces-Porcelain-Bowls-Cereal/dp/B01CEBRM1W	DOWAN 22 OZ White Ceramic Bowls Set of 4 - Soup Bowls, Cereal Bowl, Ramen Bowl
dinner_plate	https://www.amazon.com/Mora-Ceramic-Flat-Dinner-Plates/dp/B08ZHRFTMG	MORA Ceramic Flat Dinner Plates Set of 6, 10.5 in - Assorted Neutrals
soup_ladle	https://www.amazon.com/Newness-Rustproof-Resistance-Stainless-Steel/dp/B07Q5MSHNF	Newness Soup Ladle, 304 Stainless Steel Soup Spoon with Ergonomic Round Handle, 13.7 Inches
cheese_grater	https://www.amazon.com/Cheese-Grater-Professional-Stainless-Handheld/dp/B08JD28QL4	Cheese Grater, Professional Stainless Steel Grater with Handle, Flat Handheld Grater
can_opener	https://www.amazon.com/OXO-Good-Grips-Smooth-Opener/dp/B000079XW2	OXO Good Grips Smooth Edge Can Opener
garlic_press	https://www.amazon.com/ORBLUE-Garlic-Stainless-Mincer-Crusher/dp/B00HHLNRVE	ORBLUE Garlic Press Stainless Steel - Garlic Mincer, Crusher & Peeler Set
vegetable_peeler	https://www.amazon.com/OXO-21081-Grips-Peeler-Black/dp/B00004OCIU	OXO Good Grips Y-Peeler (Potato Peeler)
pizza_cutter	https://www.amazon.com/SCHVUBENR-Premium-Pizza-Cutter-Dishwasher/dp/B089DHG71D	SCHVUBENR Premium Pizza Cutter Wheel - Stainless Steel Pizza Slicer with Non-Slip Grip
kitchen_tongs	https://www.amazon.com/Hotec-Premium-Stainless-Locking-Kitchen/dp/B07MQ2CT98	HOTEC Premium Stainless Steel Locking Kitchen Tongs with Silicone Tips, Set of 2
mixing_bowl	https://www.amazon.com/Mixing-Bowls-Stainless-Steel-Kitchen/dp/B01HTYH8YA	FineDine Stainless Steel Mixing Bowls Set, Dishwasher Safe, 6 Piece
butter_dish	https://www.amazon.com/OXO-11122500-Grips-Butter-White/dp/B00L9X6M6I	OXO Good Grips Butter Dish
gravy_boat	https://www.amazon.com/Nucookery-Ergonomic-Porcelain-Dripless-Dressings/dp/B09Y2Y3Y17	Nucookery Large 18 Oz Gravy Boat with Warmer, White Fine Porcelain Saucier
cookie_jar	https://www.amazon.com/Chef-Cookie-Jar-88976-ACK/dp/B000UH6S6S	ACK Chef Ceramic Cookie Jar with Lid and Rubber Seal
bread_bin	https://www.amazon.com/Home-Stainless-kitchen-storage-16-5x10x8/dp/B00O5AHWDO	HOME IT Stainless Steel Bread Box for Kitchen, Bread Bin, Bread Holder
napkin_holder	https://www.amazon.com/simplehuman-Quick-Napkin-Holder-Stainless/dp/B000MUWMH2	simplehuman Quick Grip Napkin Holder, Stainless Steel, Brushed
fruit_bowl	https://www.amazon.com/Folkulture-Farmhouse-Kitchen-Decorative-Pedestal/dp/B09TFG4R52	Folkulture Wooden Fruit Bowl for Kitchen Counter 12" Large Acacia Wood
egg_cup	https://www.amazon.com/Ceramic-Boiled-Holder-Breakfast-Brunch/dp/B08112N83Y	Ceramic Soft Hard Boiled Egg Cups Holder Set of 6 for Breakfast Brunch
honey_dipper	https://www.amazon.com/Honey-Dipper-Spoon-Stirrers-Wooden/dp/B0GLM9GQ33	Honey Dipper Mini, 4.3 In Honey Spoon Stirrers Wooden, 1PCS
coaster	https://www.amazon.com/LIFVER-Coasters-Absorbent-Furniture-Scratched/dp/B07P8QJTQL	LIFVER Coasters Set of 6, Absorbent Stone with Holder, Black Marble Style Ceramic
trivet	https://www.amazon.com/Trivets-Kitchen-Holders-Resistant-Essentials/dp/B0CQ2MCJ6W	Trivets for Hot Dishes, Hot Pads for Kitchen, 7'' Heat Resistant 4-Pcs
sponge_holder	https://www.amazon.com/Cisily-Organzier-Rustproof-Stainless-Organizer/dp/B0C3QZ7SNF	Cisily Sponge Holder for Kitchen Sink, Sink Caddy Organizer, Stainless Steel (Black)
spice_jar	https://www.amazon.com/NETANY-Pcs-Spice-Jars-Labels/dp/B09FXXDGRJ	NETANY 24 Pcs Glass Spice Jars with Bamboo Lids, 4 oz with Labels, Funnel
olive_oil_bottle	https://www.amazon.com/AOZITA-Vinegar-Dispenser-Pourers-Decanter/dp/B0821Y5BS3	AOZITA 17oz Glass Olive Oil Bottle Dispenser - 500ml Oil and Vinegar Cruet
ketchup_bottle	https://www.amazon.com/Heinz-Tomato-Ketchup-32-Bottle/dp/B000WHXN3C	Heinz Tomato Ketchup, 32 oz Bottle
cereal_box	https://www.amazon.com/Cheerios-Breakfast-Cereal-Whole-Gluten/dp/B08X68PTVG	Cheerios, Heart Healthy Gluten Free Breakfast Cereal, Family Size, 18 oz
soup_can	https://www.amazon.com/Campbells-Condensed-Tomato-Soup-10-75/dp/B000WLAVV0	Campbell's Condensed Tomato Soup, 10.75 oz Can
water_bottle	https://www.amazon.com/Owala-FreeSip-SS-Very-Dark/dp/B085DVHQ57	Owala FreeSip Insulated Stainless Steel Water Bottle with Straw, 32 Oz
thermos_flask	https://www.amazon.com/Thermos-Stainless-Ounce-Drink-Bottle/dp/B00EO0JZQC	THERMOS Stainless King Vacuum-Insulated Drink Bottle, 24 Ounce, Matte Black
tea_kettle	https://www.amazon.com/Kettle-Stovetop-Whistling-Teakettle-Stainless/dp/B07DFF5WPQ	Tea Kettle Stovetop Whistling Teakettle Classic Stainless Steel, 2 Liters
french_press	https://www.amazon.com/French-Press-Coffee-Maker-34oz/dp/B01J4O0T4E	Cafe Du Chateau Stainless Steel French Press Coffee Maker 34 oz
moka_pot	https://www.amazon.com/Original-Bialetti-Moka-Express-Stovetop/dp/B0000CF3Q6	Bialetti Moka Express Iconic Stovetop Espresso Maker, Moka Pot 3 Cups
milk_frother	https://www.amazon.com/Zulay-Original-Milk-Frother-Handheld/dp/B09D8T11YS	Zulay Kitchen Powerful Milk Frother Wand, Handheld Electric Whisk Foam Maker
yogurt_cup	https://www.amazon.com/Yogurt-Parfait-Reusable-Overnight-Oats/dp/B0863GSFSP	Crystalia 4 Pack 20 oz On The Go Yogurt Parfait Cups with Lids & Spoons
butter_knife	https://www.amazon.com/Stainless-Steel-Butter-Spreader-Knife/dp/B0721T9RDR	Stainless Steel Butter Spreader, Butter Knife - 3 in 1 Kitchen Gadgets
cutting_board	https://www.amazon.com/Wooden-Cutting-Boards-Kitchen-Serving/dp/B07WFF17BQ	ROYAL CRAFT WOOD Wooden Cutting Boards for Kitchen Meal Prep & Serving, Bamboo
dish_brush	https://www.amazon.com/Amazer-Bathroom-Comfortable-Odourless-Bristles/dp/B06Y5JW8NY	Amazer Dish Brush with Handle, 2 Pack Kitchen Scrub Brushes with Stiff Bristles
measuring_spoons	https://www.amazon.com/Spring-Chef-Stainless-Measuring-Spoons/dp/B013FW3AKG	Spring Chef Stainless Steel Measuring Spoons Set of 7 with Leveler
mug_tree	https://www.amazon.com/HULISEN-Holder-Standing-Coffee-Counter/dp/B08S7D81ZC	HULISEN Coffee Mug Holder for Countertop, Cup Tree with 6 Hooks, Silver
utensil_holder	https://www.amazon.com/DOWAN-Rotating-Christmas-Decorations-Thanksgiving/dp/B0B4RNYMWZ	DOWAN 360 Rotating Extra Large Cooking Utensil Holder, Ceramic Utensil Crock, Blue
paper_towel_holder	https://www.amazon.com/OXO-SimplyTear-Standing-Brushed-Stainless/dp/B000W8AF2S	OXO Good Grips SimplyTear Paper Towel Holder Countertop, Brushed Stainless Steel
sugar_bowl	https://www.amazon.com/KitchenTour-Ceramic-Sugar-Bowl-Spoon/dp/B089YQ7V2P	K KitchenTour Ceramic Sugar Bowl with Lid and Spoon, 12 oz/350 ml
creamer_pitcher	https://www.amazon.com/Gurygo-Creamer-Pitcher-Porcelain-Microwave/dp/B09WCSLSXB	Gurygo 2 Pack 4 Oz Classic White Ceramic Small Creamer Pitcher with Handle
tea_infuser	https://www.amazon.com/Reinmoson-Strainers-Infuser-Stainless-Threaded/dp/B0B5ZTZL6G	Reinmoson Tea Strainers for Loose Tea, Extra Fine Mesh Tea Infuser, 304 Stainless Steel
condiment_squeeze_bottle	https://www.amazon.com/BRIGHTFROM-Condiment-Squeeze-Bottles-Squirt/dp/B09FVCRK8V	BRIGHTFROM Condiment Squeeze Bottles, 16 OZ Empty Squirt Bottle, Leak Proof, 2 PACK
shaker_bottle	https://www.amazon.com/BlenderBottle-C03596-Classic-Bottle-28-Ounce/dp/B07TL6PNLD	BlenderBottle Classic V2 Shaker Bottle, 28-Ounce, Black
napkin_ring	https://www.amazon.com/Alpha-Living-Home-12-Piece-Silver/dp/B07L8GX283	Napkin Rings 12-Piece Set, 100% Metal, Rust-Resistant Tabletop Decor, Silver
